state,id,para,total,April,May,June,July,August,September,October,November,December,January,February,March,Total,,
,2.2.2.a,Number of mothers paid JSY Incentive for deliveries conducted at Public Institutions,TOTAL,3677,3701,3917,4456,5318,5812,6728,5682,5914,5768,4936,6662,62571,,
,2.2.2.b,Number of ASHAs paid JSY Incentive for deliveries conducted at Public Institutions,TOTAL,47,22,41,317,242,319,18,144,99,130,86,156,1621,,
,2.2.2.c,Number of cases of deliveries conducted at Public Institutions where JSY incentive was paid to ANMs or AWWs [only for High Performing States (HPS)],TOTAL,0,2,2,0,0,4,0,0,0,0,0,0,8,,
,2.3,Deliveries conducted at Private Institutions (Including C-Sections),TOTAL,10718,11601,12248,14579,17109,17783,19501,17933,16931,17175,13412,12709,181699,,
,2.3.1.a,Number of mothers paid JSY Incentive for deliveries conducted at accredited Private Institutions,TOTAL,232,229,163,172,109,154,198,174,199,198,151,182,2161,,
,2.3.1.b,Number of ASHAs paid JSY Incentive for deliveries conducted at accredited Private Institutions,TOTAL,0,0,0,0,0,0,0,0,3,0,0,0,3,,
,2.3.1.c,Number of cases of deliveries conducted at accredited Private Institutions where JSY incentive was paid to ANMs or AWWs [only for High Performing States (HPS)],TOTAL,0,0,0,0,0,0,0,0,0,0,0,0,0,,
,3.1.1,Number of Caesarean (C-Section) deliveries performed at PHCs (Primary Health Centre),TOTAL,4,9,8,3,0,3,2,4,0,0,0,0,33,,
,3.1.2,Number of Caesarean (C-Section) deliveries performed at CHCs (Community Health Centre),TOTAL,313,364,320,477,523,488,575,535,566,557,428,477,5623,,
,3.1.3,Number of Caesarean (C-Section) deliveries performed at SDHs (Sub-divisional Hospital) or DHs (District Hospital),TOTAL,1558,1799,1850,2322,2652,2593,2672,2311,2454,2498,2046,2034,26789,,
,3.1.4,Number of Caesarean (C-Section) deliveries performed at other State owned public institutions,TOTAL,,,,,,,,,,,,,,,
,3.1.5,"Total Number of Caesarean (C-Section) deliveries performed at Public facilities i.e. PHC, CHC, SDH, DH and other State owned public institutions (sum of items from 3.1.1 to 3.1.4)",TOTAL,1875,2172,2178,2802,3175,3084,3249,2850,3020,3055,2474,2511,32445,,
,3.2,No. of C-section deliveries performed at Private facilities,TOTAL,2866,3361,3487,4569,4813,5242,6169,5338,4402,5134,4164,4016,53561,,
,4.1.1.a,Number of male live births,TOTAL,13349,14729,15102,18945,21748,21524,22975,20753,20439,20524,16624,15780,222492,,
,4.1.1.b,Number of female live births,TOTAL,11796,12406,13339,16419,19068,19131,20308,18690,18534,18155,14783,14018,196647,,
,4.1.1.c,Total number of male and female live births (4.1.1.a and 4.1.1.b),TOTAL,25145,27135,28441,35364,40816,40655,43283,39443,38973,38679,31407,29798,419139,,
,4.1.2,Number of still births,TOTAL,376,465,468,539,603,628,615,528,506,550,432,405,6115,,
,4.1.3,Number of Abortions (spontaneous or induced),TOTAL,1582,1622,1523,1637,1451,1107,1117,1126,1285,1419,1667,1772,17308,,
,4.2.1,Number of Newborns weighed at birth,TOTAL,22839,24967,25765,32057,37678,38514,41568,37645,36671,36572,29569,28718,392563,,
,4.2.2,Number of Newborns having weight less than 2.5 kg,TOTAL,1665,1947,1902,2739,3165,2883,2925,3767,2713,3329,2292,2644,31971,,
,4.3,Number of Newborns breast fed within 1 hour of birth,TOTAL,21135,23274,24639,30405,34603,36097,39032,35766,34729,34907,28192,27232,370011,,
,5.1.1,Number of cases of pregnant women with Obstetric Complications and attended at PHCs,TOTAL,46,40,21,61,38,40,56,45,29,32,29,20,457,,
,5.1.2,Number of cases of pregnant women with Obstetric Complications and attended at CHCs,TOTAL,131,172,262,230,279,272,219,273,253,206,145,178,2620,,
,5.1.3,Number of cases of pregnant women with Obstetric Complications and attended at SDHs or DHs,TOTAL,1093,1154,1128,1146,1364,1582,1393,1111,1279,2228,972,1131,15581,,
,5.1.4,Number of cases of pregnant women with Obstetric Complications and attended at other State owned public institutions,TOTAL,,,,,,,,,,,,,,,
,5.1.5,"Number of cases of pregnant women with Obstetric Complications and attended at Public facilities i.e. PHC, CHC, SDH, DH and other State owned public institutions (sum of items from 5.1.1 to 5.1.4)",TOTAL,1270,1366,1411,1437,1681,1894,1668,1429,1561,2466,1146,1329,18658,,
,5.2,Number of cases of pregnant women with Obstetric Complications and attended at Private facilities,TOTAL,122,148,219,241,255,296,337,369,235,534,151,297,3204,,
,5.3.1,Number of cases of complicated pregnancies treated with IV antibiotics,TOTAL,1139,1075,1299,1442,1551,1647,1475,1191,1583,1987,1088,1345,16822,,
,5.3.2,Number of cases of complicated pregnancies treated with IV Antihypertensive/Magsulph injection,TOTAL,158,139,78,68,34,163,149,158,106,132,67,101,1353,,
,5.3.3,Number of cases of complicated pregnancies treated with IV Oxytocis,TOTAL,899,1033,1382,1786,1777,1670,1679,1226,1566,2222,1020,1214,17474,,
,5.3.4,Number of cases of complicated pregnancies treated with Blood Transfusion,TOTAL,279,319,312,386,359,446,381,321,316,480,302,316,4217,,
,6.1,Women getting post partum check-up within 48 hours after delivery,TOTAL,14757,16006,17319,21587,24771,25428,26010,25875,23974,23386,19583,19393,258089,,
,6.2,Women getting a post partum check up between 48 hours and 14 days after delivery,TOTAL,11310,12401,13109,15665,17856,18319,18755,18487,17313,17367,14525,14343,189450,,
,6.3,PNC maternal complications attended,TOTAL,38,19,24,38,38,65,32,21,32,19,29,51,406,,
,7.1.1,Number of MTPs conducted at Public Institutions up to 12 weeks of pregnancy,TOTAL,415,414,319,406,316,274,238,253,314,345,383,426,4103,,
,7.1.2,Number of MTPs conducted at Public Institutions for more than 12 weeks of pregnancy,TOTAL,22,31,28,19,32,27,33,12,7,27,19,33,290,,
,7.1.3,Total number of MTPs conducted at Public Institutions (sum of items 7.1.1 and 7.1.2),TOTAL,437,445,347,425,348,301,271,265,321,372,402,459,4393,,
,7.2,Number of MTPs conducted at Private Facilities,TOTAL,685,614,633,569,643,483,261,317,313,326,311,277,5432,,
,8.1.a,Number of new cases of RTI/STI in males for which treatment was initiated,TOTAL,1075,1324,978,2029,1313,1604,1089,1067,1062,1009,1138,987,14675,,
,8.1.b,Number of new cases of RTI/STI in females for which treatment was initiated,TOTAL,4225,4490,4674,5025,4585,4458,4214,3882,4318,4588,4257,4976,53692,,
,8.1.c,Total number of new cases of RTI/STI in males and females for which treatment was initiated (sum of items 8.1.a and 8.1.b),TOTAL,5300,5814,5652,7054,5898,6062,5303,4949,5380,5597,5395,5963,68367,,
,8.2,Number of suspected RTI/STI cases for whom wet mount test was conducted,TOTAL,43,38,134,32,215,55,132,155,48,57,225,173,1307,,
,9.1.1.a,Number of NSV (No Scalpel Vasectomy) or Conventional Vasectomy conducted at PHCs,TOTAL,34,42,41,87,75,69,67,50,57,83,151,136,892,,
,9.1.1.b,Number of NSV or Conventional Vasectomy conducted at CHCs,TOTAL,99,126,117,286,276,254,187,188,122,239,347,374,2615,,
,9.1.1.c,Number of NSV or Conventional Vasectomy conducted at SDHs or DHs,TOTAL,129,132,136,212,174,152,102,102,76,134,166,194,1709,,
,9.1.1.d,Number of NSV or Conventional Vasectomy conducted at other State owned public institutions,TOTAL,,,,,,,,,,,,,,,
,9.1.1.e,"Total Number of NSV or Conventional Vasectomy conducted at Public facilities i.e. PHC, CHC, SDH, DH and other State owned public institutions (sum of items from 9.1.1.a to 9.1.1.d)",TOTAL,262,300,294,585,525,475,356,340,255,456,664,704,5216,,
,9.1.2,Number of NSV or Conventional Vasectomy conducted at Private facilities,TOTAL,37,42,44,22,52,51,97,36,37,62,80,75,635,,
,9.2.1.a,Number of Laparoscopic sterilizations conducted at PHCs,TOTAL,159,191,386,207,230,198,217,149,127,102,327,394,2687,,
,9.2.1.b,Number of Laparoscopic sterilizations conducted at CHCs,TOTAL,499,797,1790,784,557,708,541,457,449,463,774,1102,8921,,
,9.2.1.c,Number of Laparoscopic sterilizations conducted at SDHs or DHs,TOTAL,768,784,1201,710,605,599,710,485,552,579,725,1100,8818,,
,9.2.1.d,Number of Laparoscopic sterilizations conducted at other State owned public institutions,TOTAL,,,,,,,,,,,,,,,
,9.2.1.e,"Total Number of Laparoscopic sterilizations conducted at Public facilities i.e. PHC, CHC, SDH, DH and other State owned public institutions (sum of items from 9.2.1.a to 9.2.1.d)",TOTAL,1426,1772,3377,1701,1392,1505,1468,1091,1128,1144,1826,2596,20426,,
,9.2.2,Number of Laparoscopic sterilizations conducted at Private facilities,TOTAL,630,517,621,598,564,615,666,402,712,775,849,1025,7974,,
,9.3.1.a,Number of Mini-lap sterilizations conducted at PHCs,TOTAL,185,174,334,230,173,164,159,192,179,181,308,457,2736,,
,9.3.1.b,Number of Mini-lap sterilizations conducted at CHCs,TOTAL,906,1425,2262,1408,1218,859,679,521,476,512,1393,2203,13862,,
,9.3.1.c,Number of Mini-lap sterilizations conducted at SDHs or DHs,TOTAL,556,1082,1675,805,976,579,532,359,368,491,701,1294,9418,,
,9.3.1.d,Number of Mini-lap sterilizations conducted at other State owned public institutions,TOTAL,,,,,,,,,,,,,,,
,9.3.1.e,"Total Number of Mini-lap sterilizations conducted at Public facilities i.e. PHC, CHC, SDH, DH and other State owned public institutions (sum of items from 9.3.1.a to 9.3.1.d)",TOTAL,1647,2681,4271,2443,2367,1602,1370,1072,1023,1184,2402,3954,26016,,
,9.3.2,Number of Mini-lap sterilizations conducted at Private facilities,TOTAL,192,280,293,259,345,275,343,340,286,324,343,378,3658,,
,9.4.1.a,Number of Post-Partum sterilizations conducted at PHCs,TOTAL,1,1,1,3,0,0,0,31,0,0,0,0,37,,
,9.4.1.b,Number of Post-Partum sterilizations conducted at CHCs,TOTAL,13,15,18,28,37,26,27,32,35,33,20,30,314,,
,9.4.1.c,Number of Post-Partum sterilizations conducted at SDHs or DHs,TOTAL,93,171,202,205,268,206,173,214,227,220,211,205,2395,,
,9.4.1.d,Number of Post-Partum sterilizations conducted at other State owned public institutions,TOTAL,,,,,,,,,,,,,,,
,9.4.1.e,"Total Number of Post-Partum sterilizations conducted at Public facilities i.e. PHC, CHC, SDH, DH and other State owned public institutions (sum of items from 9.4.1.a to 9.4.1.d)",TOTAL,107,187,221,236,305,232,200,277,262,253,231,235,2746,,
,9.4.2,Number of Post-Partum sterilizations conducted at Private facilities,TOTAL,4,49,114,116,155,82,27,0,83,78,78,84,870,,
,9.5.1.a,Number of IUCD Insertions conducted at SCs,TOTAL,15835,15875,15363,18344,15393,15387,16724,15464,16272,15995,15018,16362,192032,,
,9.5.1.b,Number of IUCD Insertions conducted at PHCs,TOTAL,159,153,128,247,195,194,194,167,147,150,160,142,2036,,
,9.5.1.c,Number of IUCD Insertions conducted at CHCs,TOTAL,462,497,442,337,267,325,390,306,325,313,262,304,4230,,
,9.5.1.d,Number of IUCD Insertions conducted at SDHs or DHs,TOTAL,1943,2040,1955,2177,1989,1938,1915,1738,1901,1974,1973,2162,23705,,
,9.5.1.e,Number of IUCD Insertions conducted at other State owned public institutions,TOTAL,,,,,,,,,,,,,,,
,9.5.1.f,"Total Number of IUCD Insertions conducted at Public facilities i.e. SC, PHC, CHC, SDH, DH and other State owned public institutions (sum of items from 9.5.1.a to 9.5.1.e)",TOTAL,18399,18565,17888,21105,17844,17844,19223,17675,18645,18432,17413,18970,222003,,
,9.5.1A,"Out of above total, Post Partum (within 48 hours of delivery) IUCD insertions",TOTAL,0,,,,,,0,0,,,,,0,,
,9.5.2,Number of IUCD Insertions conducted at Private facilities,TOTAL,558,555,452,578,531,613,525,479,780,513,554,421,6559,,
,9.06,Number of IUCD removals,TOTAL,3879,5183,3974,4259,4019,4324,4063,3706,3993,4434,4587,4345,50766,,
,9.07,Number of Oral Pills cycles distributed,TOTAL,113121,109645,111102,120537,110589,116033,115310,107472,113788,115349,111258,113046,1357250,,
,9.08,Number of Condom pieces distributed,TOTAL,2522994,2515753,2573762,2687755,2634246,2612655,2785395,2697985,2789339,2729314,2722843,2756045,32028086,,
,9.09,Number of Centchroman (weekly) pills given,TOTAL,1584,1811,2879,231,402,2,72,1000,771,2265,255,285,11557,,
,9.1,Number of Emergency Contraceptive Pills distributed,TOTAL,1046,1088,913,1005,815,646,508,481,379,285,899,586,8651,,
,9.11.1.a,Number of cases of complications following male sterilization,TOTAL,1,1,0,1,0,0,0,1,0,0,0,0,4,,
,9.11.1.b,Number of cases of complications following female sterilization,TOTAL,1,11,4,0,9,8,2,1,4,2,2,8,52,,
,9.11.2.a,Number of failures following male sterilization,TOTAL,1,0,2,4,2,0,1,1,0,0,0,2,13,,
,9.11.2.b,Number of failures following female sterilization,TOTAL,5,5,2,2,5,3,1,3,2,6,6,12,52,,
,9.11.3.a,Number of deaths following male sterilization,TOTAL,0,0,0,0,0,0,1,0,0,0,0,0,1,,
,9.11.3.b,Number of deaths following female sterilization,TOTAL,0,0,0,0,0,0,0,0,0,0,0,0,0,,
,9.12,Number of Institutions having NSV trained doctors,TOTAL,93,94,97,93,113,101,342,421,512,513,469,14,-1,,
,10.1.01,Number of Infants (0 to 11 months old)received BCG immunisation,TOTAL,30875,31267,31607,35823,40409,43400,45422,40301,40937,41743,39255,36418,457457,,
,10.1.02,Number of Infants (0 to 11 months old) received DPT1 immunisation,TOTAL,34586,33107,30769,31176,33333,38430,42551,39352,41958,41360,40953,39114,446689,,
,10.1.03,Number of Infants (0 to 11 months old) received DPT2 immunisation,TOTAL,37034,35562,32280,31152,31316,32425,38881,37122,41342,41372,39968,40817,439271,,
,10.1.04,Number of Infants (0 to 11 months old) received DPT3 immunisation,TOTAL,37785,37838,34883,33189,32021,31927,34567,34907,38847,40582,40346,40921,437813,,
,10.1.04A,Number of Infants (0 to 11 months old) received Pentavalent1 immunisation,TOTAL,,,,,,,0,0,,,,,0,,
,10.1.04B,Number of Infants (0 to 11 months old) received Pentavalent2 immunisation,TOTAL,,,,,,,0,0,,,,,0,,
,10.1.04C,Number of Infants (0 to 11 months old) received Pentavalent3 immunisation,TOTAL,,,,,,,0,0,,,,,0,,
,10.1.05,Number of Infants (0 to 11 months old) received OPV 0 (Birth Dose),TOTAL,19413,21563,22692,26933,30288,31562,33363,28260,28820,29223,25949,23937,322003,,
,10.1.06,Number of Infants (0 to 11 months old) received OPV1 (First Dose),TOTAL,33780,33069,30609,30669,33208,38325,42555,39349,41950,41244,40945,39128,444831,,
,10.1.07,Number of Infants (0 to 11 months old) received OPV2 (Second Dose),TOTAL,36188,35534,32129,30639,31204,32345,38881,37169,41368,41291,39958,40806,437512,,
,10.1.08,Number of Infants (0 to 11 months old) received OPV3 (Third Dose),TOTAL,36909,37839,34718,32570,31857,31869,34620,34886,38902,40654,40318,40945,436087,,
,10.1.09A,Number of Infants (upto 48 hrs of age) received Hepatitis-B0 immunisation,TOTAL,10744,11393,12359,14008,16243,16339,18206,15833,16555,16103,14116,13795,175694,,
,10.1.09,Number of Infants (0 to 11 months old) received Hepatitis-B1 immunisation,TOTAL,32736,32060,30820,31347,32907,38310,42290,39406,41594,41203,40882,39029,442584,,
,10.1.10,Number of Infants (0 to 11 months old) received Hepatitis-B2 immunisation,TOTAL,35483,34281,31927,30941,30985,32444,38560,37200,41262,41168,39833,40658,434742,,
,10.1.11,Number of Infants (0 to 11 months old) received Hepatitis-B3 immunisation,TOTAL,36532,36434,34720,33038,31670,32032,34514,35103,38751,40395,40267,40757,434213,,
,10.1.12,Number of Infants (0 to 11 months old) received Measles immunisation (First Dose),TOTAL,32324,36212,37713,38510,37774,39689,39158,34063,34155,32166,32657,33821,428242,,
,10.1.12B,Number of Infants (more than 16 months old) received Measles immunisation (Second Dose),TOTAL,33030,33165,31930,31531,29686,30196,30313,27519,30307,32425,36293,37918,384313,,
,10.1A,No. of Children aged 9 to 12 months who received JE 1st dose,TOTAL,,,,,,,0,0,,,,,0,,
,10.1.13.a,Total number of male children (9 to 11 months old) fully immunised (BCG+DPT123/Pentavalent123+OPV123+Measles) during the month,TOTAL,16769,19060,20024,20331,19966,20964,20753,18114,18028,17018,17183,17845,226055,,
,10.1.13.b,Total number of female children (9 to 11 months old) fully immunised (BCG+DPT123/Pentavalent123+OPV123+Measles) during the month,TOTAL,14549,16243,17147,17465,17192,18170,17915,15573,15759,14616,14867,15511,195007,,
,10.1.13.c,Total number of children (9 to 11 months old) fully immunised (BCG+DPT123/Pentavalent123+OPV123+Measles) during the month (sum of items 10.1.13.a and 10.1.13.b),TOTAL,31318,35303,37171,37796,37158,39134,38668,33687,33787,31634,32050,33356,421062,,
,10.2.1,Number of Infants (more than 16 months old) received DPT Booster dose,TOTAL,34835,35173,33293,32642,30492,30979,30752,28300,31033,33273,36796,38537,396105,,
,10.2.2,Number of Infants (more than 16 months old) received OPV Booster dose,TOTAL,34603,35080,33135,32220,30327,30906,30777,28383,31036,33236,36790,38541,395034,,
,10.2.3,"Number of Infants (more than 16 months old) received Measles, Mumps, Rubella (MMR) Vaccination",TOTAL,906,1020,976,1153,824,865,887,1048,441,381,577,672,9750,,
,10.3.1.a,Total number of male children (12 to 23 months old) fully immunised (BCG+DPT123/Pentavalent123+OPV123+Measles) during the month,TOTAL,1629,1733,1763,1758,1650,1788,1578,1326,1484,1130,1139,1203,18181,,
,10.3.1.b,Total number of female children (12 to 23 months old) fully immunised (BCG+DPT123/Pentavalent123+OPV123+Measles) during the month,TOTAL,1375,1421,1712,1605,1390,1520,1383,1279,1289,981,1007,1105,16067,,
,10.3.1.c,Total number of children (12 to 23 months old) fully immunised (BCG+DPT123+OPV123/Pentavalent123+Measles) during the month (sum of items 10.3.1.a and 10.3.1.b),TOTAL,3004,3154,3475,3363,3040,3308,2961,2605,2773,2111,2146,2308,34248,,
,10.3.2,Number of children (more than 5 years old) given DT5,TOTAL,25830,60665,24264,33136,35292,31810,29933,25118,24885,26046,24723,26439,368141,,
,10.3.3,Number of children (more than 10 years old) given TT10,TOTAL,23381,70195,20271,34565,37263,31204,28664,23744,21096,20735,20927,21742,353787,,
,10.3.4,Number of children (more than 16 years old) given TT16,TOTAL,15096,52893,14800,27996,36182,29345,25783,20073,17184,16559,16469,16588,288968,,
,10.3.5.a,Number of cases of Abscess reported following immunisation [Adverse Event Following Immunisation (AEFI)],TOTAL,6,2,6,2,2,5,11,4,82,80,4,1,205,,
,10.3.5.b,Number of cases of Death reported following immunisation [Adverse Event Following Immunisation (AEFI)],TOTAL,0,0,0,0,0,0,0,0,0,0,0,0,0,,
,10.3.5.c,Number of cases of other complications reported following immunisation [Adverse Event Following Immunisation (AEFI)],TOTAL,168,190,151,129,157,142,139,142,133,160,161,125,1797,,
,10.4.1,Number of Immunisation sessions planned to be held during the month,TOTAL,15379,16091,15551,15399,16046,15581,16998,15597,16211,16684,15645,16165,191347,,
,10.4.2,Number of Immunisation sessions held during the month,TOTAL,14967,15807,15149,15078,15505,15206,16333,14731,15671,16218,15276,15536,185477,,
,10.4.3,Number of Immunisation sessions held during the month where ASHAs were present,TOTAL,11896,12441,12195,12206,12569,12270,13208,12063,12819,13089,12408,12736,149900,,
,10.5.1,Number of children (more than 16 months old) received Japanese Encephalitis (JE) vaccination,TOTAL,0,0,0,0,8,0,0,0,0,0,0,0,8,,
,11.1.1,Number of children (9 months to 5 years old) administered 1st dose of Vitamin A (Dose-1),TOTAL,25006,26610,25824,24774,22509,20964,17698,12430,9780,7842,18040,24483,235960,,
,11.1.2,Number of children (9 months to 5 years old) were administered 5th dose of Vitamin A (Dose-5),TOTAL,24109,23624,19874,19363,17284,15150,13397,10199,8476,6783,14153,21118,193530,,
,11.1.3,Number of children (9 months to 5 years old) administered 9th dose of Vitamin A (Dose-9),TOTAL,23821,30450,20265,20051,18464,16257,14508,10201,8162,6888,13494,20101,202662,,
,12.1,Number of cases of Diptheria reported in children below 5 years of age,TOTAL,0,0,0,0,0,2,0,0,0,0,0,0,2,,
,12.2,Number of cases of Pertusis reported in children below 5 years of age,TOTAL,0,0,0,0,0,0,0,0,0,0,0,0,0,,
,12.3,Number of cases of Tetanus neonatarum reported in children below 5 years of age,TOTAL,0,0,0,0,0,0,0,0,0,0,0,0,0,,
,12.4,Number of cases of Tetanus other than neonatarum reported in children below 5 years of age,TOTAL,0,0,0,0,0,0,0,0,0,0,0,0,0,,
,12.5,Number of cases of Polio reported in children below 5 years of age,TOTAL,0,0,0,0,0,0,0,0,0,0,0,0,0,,
,12.6,Number of cases of Measles reported in children below 5 years of age,TOTAL,10,19,8,10,3,1,10,0,4,1,15,1,82,,
,12.7,Number of cases of Diarrhoea and Dehydration reported in children below 5 years of age,TOTAL,1420,1805,1701,1862,1863,1592,1081,956,1119,898,980,1105,16382,,
,12.8,Number of cases of Malaria reported in children below 5 years of age,TOTAL,0,5,19,9,17,18,12,1,0,20,7,38,146,,
,12.9,Number of children below 5 years of age admitted with Respiratory Infections,TOTAL,107,134,124,78,235,376,108,183,168,101,168,262,2044,,
,13.1,Number of Patients operated for cataract,TOTAL,9040,7758,5138,5254,5597,8839,10029,10036,9088,6583,10637,15322,103321,,
,13.2,Number of Intraocular Lens(IOL) implantations,TOTAL,8936,7627,5059,5142,5508,8694,9866,9888,9048,6716,10249,15272,102005,,
,13.3,Number of School children detected with Refractive errors,TOTAL,3302,8542,433,6696,8672,6430,6456,6590,5682,7722,8956,2382,71863,,
,13.4,Number of children provided free glasses,TOTAL,1952,3737,424,4206,5127,4987,5357,5737,4405,4750,4383,2316,47381,,
,13.5,Number of eyes collected through eye donation,TOTAL,20,33,21,20,30,40,40,38,36,102,60,34,474,,
,13.6,Number of eyes utilised for corneal transplant,TOTAL,8,24,12,11,22,16,30,35,32,90,50,31,361,,
